age,gender,city
62,m,bordeaux
20,f,nantes
17,m,paris
60,f,nantes
24,m,bordeaux
86,m,paris
54,f,toulouse
34,f,paris
87,m,lyon
57,m,paris
78,m,nantes
83,f,lille
58,m,nantes
75,f,lille
40,m,marseille
89,f,lille
98,m,lyon
12,m,bordeaux
21,m,toulouse
75,f,nantes
55,m,nantes
9,m,lyon
20,m,nantes
83,m,lille
44,m,toulouse
16,f,lyon
90,f,nantes
30,m,marseille
16,f,bordeaux
97,f,lyon
49,f,nantes
89,m,lille
70,f,lyon
34,f,marseille
100,m,lille
62,m,bordeaux
52,f,lyon
24,f,paris
12,m,lyon
62,m,paris
24,m,bordeaux
35,f,bordeaux
82,m,marseille
42,m,bordeaux
47,f,lille
84,f,bordeaux
88,m,toulouse
40,m,nantes
96,m,marseille
39,m,bordeaux
13,f,lyon
67,f,toulouse
81,m,toulouse
45,f,nantes
40,m,toulouse
67,m,marseille
65,f,bordeaux
98,f,paris
64,m,paris
73,m,lyon
76,m,toulouse
89,m,paris
25,f,paris
93,m,lille
86,m,nantes
80,m,bordeaux
82,f,paris
54,m,paris
9,m,paris
61,f,nantes
97,f,lyon
37,m,lille
52,m,lille
65,f,toulouse
68,f,marseille
90,f,lyon
29,f,lyon
43,m,bordeaux
70,m,nantes
81,f,toulouse
37,m,lille
70,f,toulouse
90,m,lille
62,f,bordeaux
37,m,bordeaux
93,m,bordeaux
89,m,marseille
54,m,bordeaux
22,f,marseille
52,m,marseille
73,m,bordeaux
35,f,lyon
44,f,toulouse
61,f,lille
92,f,toulouse
79,m,lille
36,m,paris
10,f,marseille
15,m,paris
47,f,lyon
7,f,lyon
66,m,paris
96,f,lille
78,f,bordeaux
98,m,bordeaux
59,f,lyon
87,f,lille
36,m,nantes
40,f,lyon
81,m,lille
28,m,lille
63,f,paris
68,f,bordeaux
46,f,bordeaux
43,f,bordeaux
71,f,nantes
99,f,marseille
31,m,lyon
58,f,lyon
19,m,bordeaux
87,f,lille
94,m,lille
58,f,nantes
10,f,lille
33,f,lille
24,m,toulouse
45,f,lyon
42,m,lille
48,m,toulouse
27,f,bordeaux
36,f,marseille
73,f,lille
42,m,bordeaux
75,f,lille
59,m,marseille
60,f,lille
11,f,bordeaux
35,f,lyon
23,f,marseille
68,f,lyon
92,m,paris
49,m,lille
20,f,lyon
58,m,paris
6,m,paris
30,f,nantes
39,f,nantes
33,m,lyon
94,f,toulouse
62,m,nantes
59,m,marseille
17,f,marseille
34,m,paris
12,m,marseille
49,f,lyon
59,m,lille
58,m,lyon
93,m,marseille
56,m,marseille
90,f,bordeaux
52,m,paris
78,f,lyon
16,m,paris
52,f,lille
17,f,nantes
14,m,toulouse
45,m,marseille
58,m,marseille
47,f,lyon
10,f,paris
47,f,marseille
36,m,nantes
31,f,marseille
74,f,lyon
81,f,lyon
53,m,toulouse
47,m,lyon
14,m,paris
95,m,paris
45,f,lille
55,f,lille
8,f,bordeaux
64,m,lyon
47,m,lille
5,m,bordeaux
44,m,marseille
73,f,lyon
49,m,bordeaux
7,f,nantes
20,m,bordeaux
84,f,bordeaux
92,f,paris
86,m,paris
11,f,lille
86,f,toulouse
25,m,lyon
90,m,paris
50,f,paris
86,m,lyon
58,m,marseille
6,m,lille
83,m,nantes
96,m,bordeaux
42,m,lille
33,f,toulouse
80,f,bordeaux
85,f,bordeaux
56,f,lille
43,f,toulouse
45,m,toulouse
31,m,marseille
69,f,lyon
5,m,bordeaux
42,m,toulouse
93,m,toulouse
54,m,paris
40,m,lyon
6,m,marseille
47,m,lille
27,f,nantes
5,m,paris
87,m,toulouse
61,m,marseille
6,f,bordeaux
71,f,toulouse
97,m,bordeaux
29,f,bordeaux
42,m,lyon
28,f,lyon
43,m,marseille
76,f,paris
63,f,toulouse
61,f,marseille
12,f,bordeaux
27,f,paris
29,m,nantes
37,m,paris
85,f,marseille
97,f,paris
30,m,bordeaux
66,f,toulouse
84,m,paris
90,f,bordeaux
25,m,bordeaux
8,m,paris
9,m,nantes
22,f,bordeaux
60,m,marseille
93,f,nantes
63,m,toulouse
50,f,lyon
54,m,marseille
60,f,toulouse
6,f,lyon
41,m,lyon
53,f,marseille
14,m,nantes
94,m,bordeaux
96,m,paris
29,f,paris
24,m,toulouse
12,f,paris
45,m,bordeaux
58,m,toulouse
6,f,lyon
49,f,lyon
95,f,lille
91,m,marseille
51,f,paris
85,m,lyon
46,m,toulouse
82,f,lille
43,m,paris
41,m,lille
38,f,paris
22,m,bordeaux
8,m,bordeaux
67,f,bordeaux
19,m,marseille
91,f,toulouse
98,m,lyon
96,f,toulouse
22,m,toulouse
78,f,paris
14,f,marseille
60,f,paris
60,f,paris
54,m,paris
85,f,nantes
77,m,paris
5,f,bordeaux
75,m,paris
15,m,toulouse
65,f,toulouse
18,m,lille
93,f,nantes
83,f,toulouse
84,f,paris
6,m,paris
88,m,toulouse
31,f,lyon
12,f,toulouse
93,m,nantes
35,f,nantes
60,m,toulouse
58,f,bordeaux
75,f,nantes
17,f,lille
78,m,nantes
61,m,nantes
54,m,marseille
64,f,toulouse
38,m,bordeaux
17,f,lyon
87,m,marseille
93,m,nantes
19,m,toulouse
53,f,lyon
54,m,toulouse
66,m,bordeaux
68,m,paris
97,f,marseille
33,f,bordeaux
77,m,paris
7,f,marseille
27,f,bordeaux
68,m,toulouse
48,m,nantes
88,m,bordeaux
81,f,marseille
27,f,paris
95,m,bordeaux
73,f,toulouse
72,m,lille
28,f,bordeaux
27,f,lille
61,f,toulouse
45,f,marseille
28,m,lille
97,f,toulouse
80,m,lille
55,m,paris
39,f,lyon
54,m,paris
72,f,paris
91,m,bordeaux
77,f,nantes
92,f,lyon
70,m,marseille
86,m,lyon
5,f,nantes
51,m,marseille
78,m,paris
75,m,marseille
28,f,lille
57,m,lille
22,m,bordeaux
37,m,bordeaux
58,m,lyon
24,f,toulouse
39,f,nantes
53,f,lille
70,m,bordeaux
18,m,lyon
60,f,toulouse
54,f,marseille
16,f,marseille
94,m,lyon
78,f,paris
40,m,lyon
15,f,lille
32,f,paris
90,f,toulouse
91,m,bordeaux
22,m,lyon
78,f,lyon
40,f,lille
9,f,lyon
14,f,bordeaux
7,f,nantes
49,m,lyon
52,m,marseille
38,f,nantes
8,m,paris
89,f,marseille
33,m,lyon
66,f,marseille
53,f,lyon
47,f,paris
7,f,marseille
40,f,lille
19,f,marseille
39,m,bordeaux
10,f,paris
77,f,bordeaux
43,f,lille
87,f,marseille
85,m,nantes
99,m,toulouse
45,f,lille
14,m,paris
84,m,lyon
84,m,toulouse
28,f,lyon
31,f,paris
14,m,bordeaux
95,f,lyon
11,f,lyon
52,f,lyon
46,f,nantes
30,f,bordeaux
36,f,marseille
56,m,nantes
53,m,toulouse
63,m,paris
16,m,nantes
54,m,bordeaux
32,f,lille
81,m,bordeaux
21,f,paris
67,m,toulouse
36,m,bordeaux
76,m,bordeaux
12,f,bordeaux
95,f,lyon
88,f,marseille
56,f,bordeaux
37,m,lille
24,f,lille
100,f,marseille
84,f,nantes
74,f,nantes
8,m,paris
53,f,marseille
48,f,marseille
22,f,toulouse
25,m,bordeaux
20,f,marseille
95,f,lyon
44,f,bordeaux
77,f,paris
30,f,bordeaux
86,m,bordeaux
17,f,lille
88,f,nantes
20,f,toulouse
72,m,lille
32,m,lille
7,m,paris
76,f,marseille
24,m,lyon
34,m,marseille
26,f,toulouse
81,m,marseille
69,m,toulouse
28,m,toulouse
56,f,lyon
28,f,nantes
74,f,lille
53,f,lille
56,m,nantes
72,m,nantes
5,m,paris
5,f,lyon
55,f,marseille
26,f,bordeaux
45,m,lyon
59,m,toulouse
65,f,toulouse
96,m,bordeaux
85,m,lyon
58,m,paris
18,f,lille
89,f,lille
32,f,lyon
88,m,bordeaux
53,m,lyon
94,f,lille
22,f,nantes
53,m,bordeaux
82,m,bordeaux
96,m,toulouse
86,m,nantes
81,f,nantes
69,m,lille
49,m,nantes
73,m,lille
70,f,toulouse
89,m,paris
46,m,paris
36,f,nantes
63,m,toulouse
27,m,paris
12,f,toulouse
30,f,nantes
31,f,lille
76,f,lille
55,f,toulouse
13,m,lille
43,f,paris
73,f,paris
26,f,toulouse
65,m,paris
29,f,lyon
20,f,toulouse
66,m,toulouse
65,m,nantes
43,m,paris
43,f,toulouse
42,m,nantes
9,f,lille
47,f,toulouse
19,m,lyon
78,m,nantes
90,m,marseille
75,m,lyon
96,m,nantes
33,m,toulouse
13,m,lyon
40,f,toulouse
14,f,nantes
96,f,bordeaux
32,m,marseille
16,f,marseille
17,f,toulouse
23,f,lille
42,m,toulouse
69,f,nantes
9,f,lyon
52,f,lille
66,f,lyon
26,f,lille
6,f,bordeaux
8,f,lyon
86,f,marseille
39,f,bordeaux
97,f,lyon
19,f,lyon
92,m,toulouse
23,f,nantes
77,f,paris
21,f,toulouse
91,f,bordeaux
55,f,toulouse
48,f,lyon
65,f,lyon
43,f,bordeaux
26,m,toulouse
29,f,lyon
16,f,toulouse
16,f,paris
59,m,nantes
42,m,lille
67,f,marseille
49,f,marseille
96,m,marseille
6,f,lille
70,m,lyon
30,f,marseille
94,f,bordeaux
67,m,toulouse
67,f,marseille
52,f,nantes
25,f,toulouse
63,f,bordeaux
59,m,toulouse
6,m,lille
32,f,toulouse
79,m,nantes
35,m,paris
37,f,bordeaux
54,m,lille
69,f,bordeaux
28,f,bordeaux
85,m,nantes
46,m,lille
80,f,bordeaux
66,m,paris
90,f,lille
29,f,bordeaux
51,f,paris
73,m,paris
91,m,nantes
96,m,paris
47,m,bordeaux
40,f,marseille
83,f,bordeaux
78,m,nantes
52,m,bordeaux
63,f,lille
79,m,bordeaux
6,f,paris
43,m,paris
34,m,toulouse
37,m,nantes
27,m,marseille
40,f,bordeaux
37,f,toulouse
27,f,marseille
38,m,paris
25,f,paris
75,f,lyon
35,m,lyon
63,f,toulouse
93,f,nantes
37,m,paris
34,m,lyon
97,f,paris
53,m,paris
38,f,marseille
18,f,paris
39,m,paris
43,f,lille
80,f,nantes
14,m,lille
5,m,lyon
63,f,nantes
85,m,lyon
88,m,paris
94,m,lyon
21,f,nantes
83,f,lille
7,m,lille
27,f,toulouse
44,f,marseille
52,f,toulouse
21,m,lyon
50,f,toulouse
22,m,lille
78,m,marseille
36,f,lyon
57,f,nantes
40,f,lille
53,f,lyon
79,f,paris
16,f,paris
96,f,nantes
63,f,marseille
48,m,nantes
31,f,lille
75,f,lille
9,m,marseille
40,m,lille
26,f,lille
25,m,bordeaux
64,f,toulouse
62,f,lille
84,m,toulouse
69,m,lille
55,f,paris
37,f,toulouse
57,f,paris
71,m,lille
61,f,marseille
20,m,lyon
30,m,paris
85,f,nantes
38,m,toulouse
94,f,paris
66,f,nantes
33,m,lyon
60,m,marseille
50,m,bordeaux
20,m,bordeaux
94,m,lille
59,f,lyon
57,f,lille
30,m,marseille
73,f,bordeaux
85,m,lille
22,f,nantes
61,m,marseille
54,f,marseille
27,m,paris
89,m,toulouse
97,m,lyon
31,m,lyon
46,f,nantes
58,m,paris
33,f,lille
55,m,lille
50,m,toulouse
29,f,lille
35,m,lyon
30,f,paris
17,f,lille
69,m,paris
5,f,lille
73,m,lyon
56,m,nantes
86,f,marseille
31,m,nantes
15,m,lyon
76,m,lille
89,f,lyon
9,f,nantes
26,f,marseille
52,f,nantes
54,m,bordeaux
28,m,nantes
56,m,bordeaux
17,f,nantes
86,m,lille
36,m,nantes
85,m,lyon
23,m,bordeaux
81,f,paris
36,f,lyon
12,m,lille
10,m,nantes
15,f,paris
52,f,bordeaux
86,f,marseille
70,m,paris
92,f,toulouse
55,m,lyon
19,f,nantes
77,m,lyon
98,f,nantes
18,m,lyon
51,m,nantes
94,m,nantes
37,f,paris
18,f,lille
60,f,paris
100,m,nantes
28,m,bordeaux
97,f,lille
32,f,paris
76,f,paris
45,m,nantes
27,f,nantes
74,f,marseille
8,m,toulouse
54,f,bordeaux
45,f,lille
81,f,bordeaux
20,f,bordeaux
11,m,nantes
61,m,bordeaux
38,m,nantes
34,m,toulouse
21,m,lille
25,m,nantes
35,f,marseille
50,m,toulouse
42,f,toulouse
14,m,lyon
63,m,marseille
100,f,nantes
19,f,marseille
46,m,lyon
33,f,lille
63,m,toulouse
9,f,toulouse
34,f,paris
51,m,marseille
17,m,marseille
62,f,lille
80,m,paris
85,m,nantes
75,m,marseille
78,f,marseille
46,m,lille
62,m,bordeaux
9,m,lille
70,f,nantes
30,m,lyon
60,m,paris
77,m,marseille
58,f,nantes
58,m,bordeaux
94,f,lille
64,m,paris
69,m,paris
17,f,paris
23,m,marseille
53,f,bordeaux
86,m,bordeaux
94,f,lille
70,f,toulouse
37,f,toulouse
53,f,toulouse
82,f,lyon
28,f,marseille
60,f,marseille
66,f,lille
98,m,lyon
76,m,lyon
97,m,lyon
6,f,toulouse
32,f,bordeaux
57,m,paris
91,m,nantes
97,f,toulouse
9,m,nantes
47,m,paris
94,f,lille
13,f,lyon
52,m,lyon
58,m,nantes
63,m,paris
71,f,lyon
26,f,lyon
28,m,toulouse
56,m,marseille
45,m,marseille
7,f,lille
87,m,nantes
71,m,nantes
79,f,toulouse
16,f,lille
42,f,lyon
75,f,nantes
95,m,lyon
49,m,toulouse
24,m,lille
81,m,lyon
85,m,marseille
58,f,lyon
36,m,marseille
74,m,bordeaux
43,f,toulouse
96,f,lyon
13,f,toulouse
98,m,toulouse
95,f,paris
46,m,paris
42,f,toulouse
83,m,nantes
42,f,toulouse
69,m,marseille
12,m,nantes
25,f,lille
73,f,nantes
6,m,lyon
26,m,nantes
83,f,nantes
22,m,lille
92,m,paris
81,m,paris
65,m,bordeaux
12,f,nantes
15,m,lyon
24,m,nantes
92,m,nantes
76,f,lille
100,m,lyon
55,m,nantes
76,f,bordeaux
30,m,lille
57,f,bordeaux
16,m,paris
71,f,lille
70,f,lille
64,m,paris
57,f,nantes
54,f,lille
72,f,paris
71,m,lyon
9,m,paris
79,m,lyon
93,f,toulouse
21,m,toulouse
8,m,lille
60,f,bordeaux
91,m,marseille
20,f,paris
40,m,bordeaux
91,m,bordeaux
65,f,lille
92,m,paris
65,m,lyon
52,m,paris
91,m,paris
48,f,bordeaux
42,f,lyon
68,m,nantes
58,f,nantes
14,m,marseille
66,m,nantes
100,m,paris
63,m,nantes
70,f,lille
53,f,paris
48,f,marseille
38,f,lille
70,f,lille
100,m,toulouse
96,m,bordeaux
83,f,paris
27,f,bordeaux
50,f,lille
20,m,bordeaux
23,f,lille
93,f,bordeaux
76,f,paris
96,f,toulouse
16,f,toulouse
14,m,paris
46,m,toulouse
65,m,lyon
49,f,marseille
65,f,marseille
24,m,lyon
6,m,nantes
39,f,paris
68,m,nantes
37,m,paris
96,m,marseille
62,m,toulouse
28,f,lille
41,f,nantes
100,m,bordeaux
98,m,nantes
37,m,nantes
49,m,toulouse
96,f,paris
5,f,bordeaux
6,f,nantes
74,m,paris
19,m,lyon
88,f,nantes
59,m,nantes
14,m,lille
32,m,toulouse
80,m,lille
49,f,nantes
71,m,toulouse
78,m,marseille
96,f,paris
56,m,lille
34,m,nantes
68,m,lyon
65,m,bordeaux
34,f,bordeaux
15,m,marseille
45,f,lille
35,m,nantes
5,f,marseille
53,m,lille
78,f,marseille
99,f,toulouse
16,m,lyon
47,m,marseille
84,f,lyon
86,m,lille
73,f,paris
17,m,lyon
35,f,lyon
26,f,marseille
26,m,paris
21,f,toulouse
5,m,nantes
49,f,nantes
31,f,paris
23,m,lyon
96,m,marseille
80,m,paris
82,f,bordeaux
20,m,marseille
48,m,toulouse
42,m,lyon
68,f,marseille
46,f,paris
64,m,marseille
89,m,bordeaux
57,f,nantes
47,f,toulouse
7,f,marseille
100,m,marseille
70,f,nantes
49,f,nantes
5,m,lyon
65,f,toulouse
81,f,toulouse
23,f,toulouse
15,m,paris
69,f,nantes
34,m,marseille
23,f,marseille
46,m,toulouse
61,m,paris
43,m,bordeaux
78,m,paris
94,m,lyon
34,f,lyon
83,m,paris
46,m,nantes
56,m,marseille
72,f,paris
60,m,lille
38,m,paris
89,f,nantes
81,m,marseille
40,f,paris
57,m,marseille
60,m,marseille
31,f,nantes
47,m,lille
40,f,nantes
66,m,lyon
98,f,toulouse
38,m,bordeaux
58,m,lille
87,m,toulouse
58,m,lyon
72,m,lille
21,f,lille
81,f,paris
66,m,nantes
58,f,lille
57,f,toulouse
28,f,bordeaux
54,m,toulouse
68,m,paris
21,m,lille
50,m,nantes
12,f,lille
80,m,bordeaux
98,f,bordeaux
7,f,bordeaux
87,f,marseille
87,m,bordeaux
72,f,marseille
11,m,bordeaux
67,m,marseille
75,m,paris
50,m,lyon
98,f,lyon
68,m,paris
42,m,lille
10,f,lille
77,m,paris
56,f,lyon
74,m,lille
73,f,nantes
87,m,bordeaux
66,f,lyon
23,f,nantes
56,m,marseille
73,f,lille
93,f,toulouse
73,m,nantes
87,m,paris
30,f,bordeaux
24,f,nantes
11,f,lyon
36,f,toulouse
93,m,bordeaux
98,f,marseille
84,m,lyon
25,f,bordeaux
34,f,toulouse
59,f,paris
57,f,bordeaux
45,m,bordeaux
56,f,paris
94,f,toulouse
30,f,nantes
73,m,bordeaux
57,m,paris
39,m,toulouse
87,f,lyon
51,f,lyon
91,f,bordeaux
37,f,bordeaux
26,f,paris
68,f,marseille
20,m,bordeaux
53,f,marseille
25,f,paris
78,f,lille
82,m,bordeaux
17,f,bordeaux
25,m,lille
12,f,marseille
58,m,nantes
38,f,bordeaux
52,m,marseille
88,m,lille
71,m,paris
60,f,toulouse
21,m,bordeaux
22,m,lyon
97,f,lille
30,m,lille
58,f,paris
78,f,lyon
100,f,toulouse
89,f,paris
93,f,nantes
92,m,bordeaux
53,m,lille
84,f,lyon
96,m,lille
90,f,toulouse
31,f,lyon
48,m,lyon
66,m,lyon
25,m,lyon
53,f,marseille
100,m,paris
6,m,lyon
85,f,marseille
26,f,lille
87,f,marseille
60,f,marseille
77,m,lille
83,m,lyon
36,m,paris
31,m,paris
93,m,paris
47,f,bordeaux
5,m,lille
9,f,lyon
16,m,lyon
39,m,paris
48,m,lyon
79,m,lille
14,f,nantes
53,f,nantes
42,m,nantes
100,m,lyon
21,f,lyon
31,f,toulouse
96,f,marseille
89,m,toulouse
92,m,lyon
8,f,lille
46,m,lyon
96,m,lyon
45,f,lyon
14,f,bordeaux
89,m,paris
95,m,marseille
17,m,toulouse
26,f,bordeaux
85,f,marseille
37,m,lyon
80,m,bordeaux
58,f,bordeaux
60,f,lille
91,f,nantes
41,f,marseille
24,f,lyon
51,m,marseille
38,f,paris
82,f,lille
68,m,bordeaux
47,m,toulouse
49,f,paris
34,m,nantes
43,m,nantes
11,f,toulouse
42,f,nantes
51,m,marseille
85,m,lyon
6,f,lyon
74,m,marseille
13,m,paris
12,f,marseille
48,m,bordeaux
26,m,nantes
59,m,paris
65,f,marseille
39,m,toulouse
96,f,paris
47,f,marseille
84,f,nantes
21,m,paris
40,m,paris
71,f,nantes
98,f,lille
20,m,nantes
23,f,toulouse
75,f,toulouse
24,f,lille
5,f,bordeaux
66,m,marseille
28,m,lyon
96,f,lyon
95,f,nantes
14,m,lyon
89,m,lille
11,f,toulouse
87,f,lille
42,f,nantes
96,m,marseille
26,f,marseille
48,m,paris
100,f,marseille
35,f,lille
10,m,nantes
66,f,marseille
86,f,bordeaux
88,f,lille
21,m,nantes
18,f,marseille
8,f,toulouse
13,m,bordeaux
7,m,toulouse
66,f,marseille
23,f,bordeaux
22,f,paris
37,f,nantes
36,f,paris
60,f,nantes
89,f,paris
55,m,lyon
26,f,toulouse
75,m,nantes
35,f,marseille
86,m,paris
100,f,bordeaux
71,m,paris
56,m,toulouse
7,m,marseille
94,m,bordeaux
19,m,paris
36,m,toulouse
98,m,toulouse
33,f,nantes
37,f,lille
73,f,marseille
92,m,marseille
7,f,marseille
96,f,lille
87,f,toulouse
14,m,toulouse
25,m,bordeaux
61,f,lille
74,m,lyon
61,f,paris
71,f,paris
46,f,paris
77,f,paris
62,f,lille
83,m,paris
28,m,lyon
19,m,nantes
28,m,paris
12,f,marseille
78,f,lille
60,f,lille
7,m,lille
26,f,paris
14,m,toulouse
17,f,toulouse
39,f,lyon
57,m,nantes
12,f,lille
61,f,paris
89,f,lille
86,m,marseille
74,f,lyon
61,f,toulouse
18,m,nantes
18,f,lyon
97,m,marseille
74,m,bordeaux
82,f,bordeaux
32,f,lille
76,m,lille
23,f,marseille
14,m,bordeaux
23,m,paris
42,f,paris
80,m,lille
99,f,paris
53,f,lille
42,f,marseille
91,f,nantes
38,m,bordeaux
47,m,nantes
81,m,lille
49,m,nantes
18,f,lille
49,f,bordeaux
5,m,nantes
12,f,paris
24,m,lyon
26,m,bordeaux
80,f,bordeaux
18,f,lyon
81,f,paris
38,m,bordeaux
21,f,paris
64,m,toulouse
57,f,toulouse
79,f,nantes
11,m,marseille
43,f,nantes
83,m,lyon
100,m,lille
59,m,paris
86,f,toulouse
83,m,paris
30,f,nantes
92,f,bordeaux
91,m,marseille
71,f,marseille
25,f,toulouse
66,m,lyon
67,m,nantes
41,f,nantes
5,f,toulouse
29,f,lille
52,f,bordeaux
25,m,nantes
24,f,lyon
25,m,paris
86,f,lyon
71,m,bordeaux
6,f,paris
13,m,nantes
53,f,paris
71,m,bordeaux
26,m,toulouse
50,m,bordeaux
87,f,nantes
80,m,lille
91,f,paris
5,m,bordeaux
35,f,paris
84,f,toulouse
30,f,bordeaux
76,f,marseille
20,m,bordeaux
16,m,marseille
52,m,marseille
93,f,marseille
97,f,nantes
66,m,lille
49,f,bordeaux
97,f,marseille
25,m,toulouse
91,f,marseille
79,f,lille
74,f,nantes
74,m,lyon
8,m,lille
93,m,marseille
54,f,marseille
24,m,marseille
19,f,paris
80,f,paris
15,f,lyon
41,f,lille
12,m,toulouse
57,m,marseille
31,f,paris
47,f,toulouse
49,m,marseille
12,f,lille
39,m,lyon
57,m,nantes
65,f,marseille
50,f,marseille
69,m,nantes
88,f,paris
76,m,paris
81,m,lille
30,m,marseille
30,m,lille
12,m,bordeaux
65,m,nantes
49,m,paris
73,m,bordeaux
75,f,paris
78,f,paris
80,f,nantes
10,m,marseille
65,f,paris
44,f,paris
58,f,bordeaux
42,f,nantes
99,m,toulouse
89,f,toulouse
76,m,bordeaux
41,f,nantes
54,f,lyon
80,m,marseille
6,f,nantes
66,m,nantes
62,m,marseille
83,f,marseille
53,m,nantes
26,f,paris
26,m,marseille
91,f,nantes
73,f,nantes
88,m,lyon
34,f,toulouse
34,f,nantes
74,f,lille
49,m,lyon
57,m,bordeaux
71,m,toulouse
71,m,nantes
43,m,lille
99,f,nantes
34,m,nantes
6,f,bordeaux
14,f,nantes
47,m,toulouse
64,m,toulouse
28,f,lille
84,f,toulouse
60,f,paris
63,f,marseille
69,m,marseille
37,f,bordeaux
23,f,toulouse
65,f,lille
17,m,bordeaux
10,f,lyon
46,f,marseille
75,f,toulouse
95,f,toulouse
90,f,lille
93,m,nantes
86,f,lyon
11,m,lille
21,f,nantes
98,m,lyon
62,f,lille
82,m,bordeaux
39,m,bordeaux
34,m,lyon
70,f,marseille
56,m,toulouse
52,m,marseille
78,f,lyon
70,f,bordeaux
39,f,marseille
90,f,toulouse
99,m,lyon
60,f,bordeaux
45,m,bordeaux
15,f,nantes
97,f,paris
6,m,lille
99,f,nantes
71,m,paris
46,m,bordeaux
48,m,nantes
62,m,lyon
38,f,marseille
62,m,bordeaux
89,f,paris
55,m,marseille
59,f,bordeaux
6,f,lille
82,f,paris
67,m,lyon
51,f,nantes
22,f,nantes
39,m,bordeaux
29,m,marseille
36,f,nantes
6,f,toulouse
6,f,paris
22,m,lille
48,m,lille
58,m,lyon
71,f,toulouse
50,f,marseille
34,m,marseille
71,f,toulouse
35,f,lille
94,f,paris
42,m,marseille
21,m,lyon
79,f,toulouse
6,m,lille
91,m,lille
14,m,paris
72,f,nantes
19,f,nantes
17,f,bordeaux
61,f,paris
88,m,lyon
79,m,bordeaux
26,f,nantes
98,f,lyon
38,f,bordeaux
60,m,bordeaux
72,m,bordeaux
90,f,paris
38,m,paris
80,f,nantes
70,f,paris
99,m,lyon
81,f,lille
45,m,paris
51,m,nantes
11,m,bordeaux
14,f,bordeaux
28,f,lille
68,f,marseille
42,f,lyon
97,m,paris
92,m,toulouse
59,m,lille
95,m,bordeaux
76,m,marseille
82,f,nantes
17,f,nantes
64,f,marseille
91,f,lille
63,m,nantes
57,f,lyon
35,m,lille
7,m,bordeaux
33,f,marseille
83,f,lyon
11,f,nantes
68,f,lyon
96,m,bordeaux
45,f,lille
16,f,marseille
94,f,paris
38,f,nantes
81,m,toulouse
19,m,toulouse
10,m,lille
70,f,lille
55,m,bordeaux
88,f,toulouse
92,f,toulouse
93,f,nantes
33,m,nantes
28,m,toulouse
91,m,lyon
42,f,paris
44,f,toulouse
66,m,lyon
92,m,lille
13,f,lille
38,f,marseille
71,f,bordeaux
34,m,toulouse
99,m,bordeaux
52,f,nantes
21,m,paris
34,f,paris
92,m,toulouse
87,f,lyon
55,f,paris
41,m,bordeaux
6,f,nantes
53,m,toulouse
63,f,marseille
85,f,toulouse
69,f,marseille
60,m,toulouse
18,m,lyon
40,m,marseille
64,f,marseille
40,m,paris
30,m,lille
85,f,lille
62,f,toulouse
73,f,paris
18,f,marseille
49,m,toulouse
73,m,lille
12,m,nantes
83,f,nantes
84,m,toulouse
24,m,bordeaux
72,f,toulouse
77,f,bordeaux
23,f,marseille
8,m,marseille
81,m,nantes
71,f,nantes
13,m,paris
33,m,bordeaux
50,m,paris
42,m,lyon
40,m,toulouse
89,m,paris
95,m,paris
10,m,paris
80,f,nantes
23,f,lyon
33,f,lyon
69,f,lyon
38,m,paris
32,m,marseille
25,f,lyon
18,f,nantes
85,m,lyon
41,m,lille
37,f,lille
76,m,bordeaux
23,f,nantes
80,m,toulouse
36,m,bordeaux
7,f,toulouse
48,f,paris
41,m,lille
45,m,lille
62,f,paris
46,f,lille
83,m,paris
80,f,lille
5,m,lille
39,m,bordeaux
27,m,paris
54,m,paris
8,f,lyon
79,f,paris
97,f,bordeaux
82,m,marseille
88,m,lyon
36,m,toulouse
52,f,paris
71,m,paris
41,m,paris
5,m,bordeaux
85,m,nantes
38,m,lyon
41,f,marseille
39,m,bordeaux
8,f,marseille
19,f,paris
35,f,lyon
95,f,lille
20,f,toulouse
38,m,marseille
14,m,lille
12,m,toulouse
22,m,nantes
12,m,lyon
59,f,lille
24,m,bordeaux
14,f,paris
24,m,lyon
7,f,paris
63,m,paris
68,m,paris
8,f,lyon
39,m,bordeaux
90,m,paris
34,f,toulouse
60,m,nantes
63,m,paris
80,f,paris
53,m,toulouse
77,f,lille
69,f,paris
76,m,marseille
17,m,nantes
29,f,lyon
62,m,nantes
88,f,toulouse
35,f,lille
60,m,bordeaux
58,m,lille
100,f,lyon
55,m,nantes
66,f,marseille
39,f,toulouse
74,m,toulouse
64,f,bordeaux
34,f,toulouse
70,f,nantes
44,f,lille
21,f,marseille
22,m,lille
27,m,bordeaux
28,f,nantes
35,f,nantes
84,f,bordeaux
96,f,marseille
81,f,marseille
26,m,toulouse
65,m,nantes
87,m,lyon
60,f,bordeaux
50,m,marseille
91,f,marseille
60,m,paris
5,m,paris
12,f,marseille
14,f,nantes
63,f,paris
19,m,lyon
36,f,paris
67,f,paris
69,m,bordeaux
29,f,lille
21,f,bordeaux
91,m,lyon
92,m,marseille
59,f,lyon
84,f,toulouse
75,f,nantes
98,f,lille
42,m,nantes
77,f,toulouse
99,m,nantes
89,f,lille
31,m,bordeaux
17,f,paris
76,f,lyon
76,m,lille
46,f,paris
12,m,marseille
94,m,toulouse
92,f,lyon
40,f,bordeaux
61,m,bordeaux
81,m,bordeaux
62,m,nantes
69,m,paris
27,m,nantes
9,f,marseille
46,f,marseille
91,f,nantes
39,m,marseille
